2	zcjkguasq321	too much miti kata in hawa	Tue Apr 04 13:03:20 CDT 2017	null	null	null	too much miti kata in hawa
90	Same_Song_	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:12:43 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
91	Kimdracula76	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:12:43 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
92	Fischer1Tricia	RT @WeSupport45: We know @ABC is Literally in Bed with #SusanRice since her Hubby is Exec Producer of News Who else #Obama? Join us… 	Tue Apr 04 13:12:44 CDT 2017	null	null	null	RT @WeSupport45: We know @ABC is Literally in Bed with #SusanRice since her Hubby is Exec Producer of News Who else #Obama? Join us… 
93	rodsandguitars	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:12:45 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
94	aloktiwari9335	RT @ramtoindia: #AAP_के_घोटाले #Obama trip to india during keju PM in dream @Gunjal_Sahab https://t.co/EAXSj9Wcfw	Tue Apr 04 13:12:47 CDT 2017	null	null	null	RT @ramtoindia: #AAP_के_घोटाले #Obama trip to india during keju PM in dream @Gunjal_Sahab https://t.co/EAXSj9Wcfw
95	cupcake1194	RT @KillerKellyReno: Susan Rice& #Obama admin committed political espionage! #MSM complicit, refuses to cover story, says doesn't deserv… 	Tue Apr 04 13:12:48 CDT 2017	null	null	null	RT @KillerKellyReno: Susan Rice& #Obama admin committed political espionage! #MSM complicit, refuses to cover story, says doesn't deserv… 
96	CameronLMitchel	Donald Trump's approval ratings continue to drop - SAD! #ImpeachTrump @POTUS @realDonaldTrump @PressSec… https://t.co/P9xFncA3TY	Tue Apr 04 13:12:49 CDT 2017	null	null	null	Donald Trump's approval ratings continue to drop - SAD! #ImpeachTrump @POTUS @realDonaldTrump @PressSec… https://t.co/P9xFncA3TY
97	kyaecker	@AmbassadorRice the most believable liar in the #obama intel She lied 5 previous times and we are to believe her now. Not credible	Tue Apr 04 13:12:52 CDT 2017	null	null	null	@AmbassadorRice the most believable liar in the #obama intel She lied 5 previous times and we are to believe her now. Not credible
98	Trump_Powerful	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:12:53 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
99	TgGRA	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 13:12:53 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
100	frank_oldaker	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:12:55 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
101	Wandaspangler2	RT @kbari12: #PizzaGate #MondayMorning #SusanRice #Obama @megynkelly @chucktodd @mitchellreports @SavannahGuthrie Who's DAUGHTE… 	Tue Apr 04 13:12:57 CDT 2017	null	null	null	RT @kbari12: #PizzaGate #MondayMorning #SusanRice #Obama @megynkelly @chucktodd @mitchellreports @SavannahGuthrie Who's DAUGHTE… 
102	Williamgmccart2	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:12:57 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
103	TheNYevening	#CNN: “#obama Was The Next Best Thing To #Jesus ” https://t.co/6hG5WPdVM0	Tue Apr 04 13:12:57 CDT 2017	null	null	null	#CNN: “#obama Was The Next Best Thing To #Jesus ” https://t.co/6hG5WPdVM0
104	DoctorWerner44	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 13:12:58 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
105	ColumbiaBugle	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:06 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
106	AngelMedium26	RT @Westxgal: @PoliticalShort Oh what a tangled web we weave when we plan 2 deceive #EvelynFarkas #SusanRice #BenRhodes #AdamSchiff #Valeri…	Tue Apr 04 13:13:06 CDT 2017	null	null	null	RT @Westxgal: @PoliticalShort Oh what a tangled web we weave when we plan 2 deceive #EvelynFarkas #SusanRice #BenRhodes #AdamSchiff #Valeri…
107	clob9444	@ZiggyBlackwell You mean blame the guy that used the "red line" slogan that #Syria promptly crossed? This blood is on #Obama hands.	Tue Apr 04 13:13:07 CDT 2017	null	null	null	@ZiggyBlackwell You mean blame the guy that used the "red line" slogan that #Syria promptly crossed? This blood is on #Obama hands.
108	aseeger3	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:09 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
109	corrieclick	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 13:13:11 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
110	NotesfromNorm	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:11 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
111	watchjbourne	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/NSBMknvVNA	Tue Apr 04 13:13:13 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/NSBMknvVNA
112	watchjbourne	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/tDVc8I3uO4	Tue Apr 04 13:13:15 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/tDVc8I3uO4
113	DrMartyFox	RT @DrMartyFox: Clarity On This Picture The Day After #ElectionDay How Many Comrades Knew #Obama Was Spying On #Trump & They Sti… 	Tue Apr 04 13:13:16 CDT 2017	null	null	null	RT @DrMartyFox: Clarity On This Picture The Day After #ElectionDay How Many Comrades Knew #Obama Was Spying On #Trump & They Sti… 
114	watchjbourne	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/R4dkhqHJui	Tue Apr 04 13:13:16 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/R4dkhqHJui
115	sugar_and_shay	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S	Tue Apr 04 13:13:17 CDT 2017	null	null	null	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S
116	EllyBama	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 13:13:20 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
117	cosmicfirepeace	@FoxNews @POTUS what a racist psychopath #DonaldTrump is and all his followers, voters, supporters like #Foxnews Ne… https://t.co/mM3atJBvu2	Tue Apr 04 13:13:21 CDT 2017	null	null	null	@FoxNews @POTUS what a racist psychopath #DonaldTrump is and all his followers, voters, supporters like #Foxnews Ne… https://t.co/mM3atJBvu2
118	Williamgmccart2	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:13:22 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
119	TgGRA	If this is literally true, I could say SOOO much. https://t.co/PeFaEy5cxJ	Tue Apr 04 13:13:24 CDT 2017	null	null	null	If this is literally true, I could say SOOO much. https://t.co/PeFaEy5cxJ
120	iowa_trump	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:13:25 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
121	RosaleeShawn	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:27 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
122	MauriceBurba	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:28 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
123	leonb19	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:13:30 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
124	CtrlPPress	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:31 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
125	JeffreyCOwnby	RT @yerissa_blondee: #CNN how does it feel to be treated like a leaper by #DonaldTrump - you reap what you sow https://t.co/cssouYxfry	Tue Apr 04 13:13:33 CDT 2017	null	null	null	RT @yerissa_blondee: #CNN how does it feel to be treated like a leaper by #DonaldTrump - you reap what you sow https://t.co/cssouYxfry
126	RightWingTube	These Texas Landowners Have Been Locked Out of the Country by the Mexican Border Wall https://t.co/UWGF2UB8iN #DonaldTrump	Tue Apr 04 13:13:36 CDT 2017	null	null	null	These Texas Landowners Have Been Locked Out of the Country by the Mexican Border Wall https://t.co/UWGF2UB8iN #DonaldTrump
127	bails94	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:13:36 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
128	fermentation8	@JewhadiTM This has been the shield #Obama enjoyed his whole damn career! This is why many people think he was a gr… https://t.co/dpu42OVcd2	Tue Apr 04 13:13:38 CDT 2017	null	null	null	@JewhadiTM This has been the shield #Obama enjoyed his whole damn career! This is why many people think he was a gr… https://t.co/dpu42OVcd2
129	lnick2934	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:13:40 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
130	zenrak	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:13:41 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
131	Same_Song_	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 13:13:42 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
132	realKeKiTTaN	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:13:46 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
133	alfachigirl	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:13:47 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
134	GlobalTimeseu	RT @timepictures: The story behind Melania Trump’s official portrait | https://t.co/8CVy6DvtLp Photo: Regine Mahaux #flotus #Melania… 	Tue Apr 04 13:13:51 CDT 2017	null	null	null	RT @timepictures: The story behind Melania Trump’s official portrait | https://t.co/8CVy6DvtLp Photo: Regine Mahaux #flotus #Melania… 
135	lordwigginton	RT @SenateMajLdr: When Pres #Obama nominated Sotomayor & Kagan, I worked to ensure they received ⬆️or 🔽 vote, not a filibuster. It's the ri…	Tue Apr 04 13:13:51 CDT 2017	null	null	null	RT @SenateMajLdr: When Pres #Obama nominated Sotomayor & Kagan, I worked to ensure they received ⬆️or 🔽 vote, not a filibuster. It's the ri…
136	relevantspur	RT @DrMartyFox: Clarity On This Picture The Day After #ElectionDay How Many Comrades Knew #Obama Was Spying On #Trump & They Sti… 	Tue Apr 04 13:13:54 CDT 2017	null	null	null	RT @DrMartyFox: Clarity On This Picture The Day After #ElectionDay How Many Comrades Knew #Obama Was Spying On #Trump & They Sti… 
137	phylturrentine	RT @Allen_Clifton: Yes, #DonaldTrump is blaming Syria launching a #ChemicalAttack 3 months into his administration... on Obama. You can't m…	Tue Apr 04 13:13:55 CDT 2017	null	null	null	RT @Allen_Clifton: Yes, #DonaldTrump is blaming Syria launching a #ChemicalAttack 3 months into his administration... on Obama. You can't m…
138	RogerLCook	RT @sunnyherring1: #MAGA-Tired of Constant Parade of #Obama Criminals Testify-Nothing Done? @RandPaul @tedcruz @PatToomey @NRA #Bikers… 	Tue Apr 04 13:13:56 CDT 2017	null	null	null	RT @sunnyherring1: #MAGA-Tired of Constant Parade of #Obama Criminals Testify-Nothing Done? @RandPaul @tedcruz @PatToomey @NRA #Bikers… 
139	raldrich615	RT @LastGreatStand: Dr. Jim Willie: Top 10 Risks to the U.S. Dollar (Interview) - https://t.co/o2Y9zfuJCS #finance #government #donaldtrump…	Tue Apr 04 13:13:58 CDT 2017	null	null	null	RT @LastGreatStand: Dr. Jim Willie: Top 10 Risks to the U.S. Dollar (Interview) - https://t.co/o2Y9zfuJCS #finance #government #donaldtrump…
140	meyers000111	#NoamChomsky details reasons behind the election victory of #DonaldTrump & rise of Alt Right https://t.co/AnUn0FpJiG	Tue Apr 04 13:13:59 CDT 2017	null	null	null	#NoamChomsky details reasons behind the election victory of #DonaldTrump & rise of Alt Right https://t.co/AnUn0FpJiG
141	wondwritworld	You forgot #MerrickGarland @SenateMajLdr Calls to your office to correct this and tell you #NoUntilWeKnow… https://t.co/gLocySBbiW	Tue Apr 04 13:13:59 CDT 2017	null	null	null	You forgot #MerrickGarland @SenateMajLdr Calls to your office to correct this and tell you #NoUntilWeKnow… https://t.co/gLocySBbiW
142	AmericanistTime	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:14:01 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
143	PirateWench	MERRICK GARLAND Besides, in the last year of a presidency, you don't want to hold a vote right? ps. you're going… https://t.co/m63buqmasy	Tue Apr 04 13:14:01 CDT 2017	null	null	null	MERRICK GARLAND Besides, in the last year of a presidency, you don't want to hold a vote right? ps. you're going… https://t.co/m63buqmasy
144	tab24759	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 13:14:03 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
145	RickAndKim30yrs	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 13:14:04 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
146	TheLizMac	RT @FoxNewsResearch: Suspected #Syria Chemical Attack: ∙1,687 days after #Obama “red line” comment ∙4 days after #Tillerson says Syrians… 	Tue Apr 04 13:14:06 CDT 2017	null	null	null	RT @FoxNewsResearch: Suspected #Syria Chemical Attack: ∙1,687 days after #Obama “red line” comment ∙4 days after #Tillerson says Syrians… 
147	SuperMonkeyNews	"Muh Legacy!"#cartoon #obama #russia #trump #TrumpRussiaCoverUp @GrrrGraphics https://t.co/evnW8Mdzyo	Tue Apr 04 13:14:09 CDT 2017	null	null	null	"Muh Legacy!"#cartoon #obama #russia #trump #TrumpRussiaCoverUp @GrrrGraphics https://t.co/evnW8Mdzyo
148	etlbic	RT @MuhamedSacirbey: Inaction by #Obama left Vacuum & Sense of Impunity. #Trump's equivalence only embolden #Assad & #Putin. Prosecution… 	Tue Apr 04 13:14:12 CDT 2017	null	null	null	RT @MuhamedSacirbey: Inaction by #Obama left Vacuum & Sense of Impunity. #Trump's equivalence only embolden #Assad & #Putin. Prosecution… 
149	John_M15	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S	Tue Apr 04 13:14:13 CDT 2017	null	null	null	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S
150	justonepatriot	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 13:14:13 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
